timestamp,ip,country,city,attack_type,endpoint,user_agent,form_data
2025-10-26T16:14:18.920125,192.168.9.173,India,Nadiad (User_Location),,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/141.0.0.0 Safari/537.36","{'username': 'd24dit083'; 'password': 'admin123'}"
2025-10-26T15:50:01.871454,127.0.0.1,India,Nadiad (User_Location),,/login,"python-requests/2.32.4","{'username': 'admin'; 'password': 'admin123'}"
2025-10-26T15:49:58.840816,127.0.0.1,India,Nadiad (User_Location),,/login,"python-requests/2.32.4","{'username': 'hacker'; 'password': 'letmein'}"
2025-10-26T15:49:55.817561,127.0.0.1,India,Nadiad (User_Location),,/login,"python-requests/2.32.4","{'username': 'admin'; 'password': 'password123'}"
2025-10-26T15:42:13.560444,192.168.9.173,India,Nadiad (User_Location),,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/141.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T09:49:05.407313,192.168.29.113,India,Nadiad (User_Location),,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T09:27:13.808243,192.168.29.113,India,Vadodara,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T01:20:50.676529,127.0.0.1,Local Network,Local,,/login,"python-requests/2.32.4","{'username': 'debug_test'; 'password': 'debug_pass'}"
2025-10-10T01:18:08.607281,127.0.0.1,Local Network,Local,,/login,"python-requests/2.32.4","{'username': 'testuser'; 'password': 'testpass'}"
2025-10-10T01:15:45.841124,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T01:12:06.061259,127.0.0.1,Local Network,Local,,/login,"python-requests/2.32.4","{'username': 'hacker'; 'password': 'test123'}"
2025-10-10T01:03:26.516724,192.168.29.247,Unknown,Unknown,,/login,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36","{'username': 'Fhv x'; 'password': 'admin123'}"
2025-10-10T01:01:50.865983,192.168.29.247,Unknown,Unknown,,/login,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36","{'username': 'Ahebrvj'; 'password': 'admin123'}"
2025-10-10T00:59:32.078489,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T00:50:34.483452,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'jhku'; 'password': 'ji'}"
2025-10-10T00:46:11.994843,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'govind'; 'password': 'admin123'}"
2025-10-10T00:40:14.197406,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'govind'; 'password': 'admin123'}"
2025-10-10T00:34:01.483326,192.168.29.113,Unknown,Unknown,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-10T00:25:03.029181,127.0.0.1,Local Network,Local,,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin'; 'password': 'admin123'}"
2025-10-09T17:31:07.586012+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:31:06.788229+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:31:06.786598+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:31:06.751040+00:00,127.0.0.1,None,None,,admin_dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:31:06.740587+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'khushali'; 'password': 'admin123'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1760031027143;"sessionId":"client_6th8y23ty";"timeFromStart":1};{"type":"js_enabled_detected";"timestamp":1760031027151;"sessionId":"client_6th8y23ty";"timeFromStart":9;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1760031027151;"sessionId":"client_6th8y23ty";"timeFromStart":9};{"type":"form_interaction_start";"timestamp":1760031048050;"sessionId":"client_6th8y23ty";"timeFromStart":20908};{"type":"mouse_analysis";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"totalEvents":13;"totalDistance":2187.879443914098;"averageSpeed":0.06684834379034184;"humanLikely":true};{"type":"typing_analysis";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"totalKeyEvents":50;"averageInterval":715.72;"variance":3434092.1216000016;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"interactionTime":18665;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1760031066715'}"
2025-10-09T17:31:06.733059+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'khushali'; 'password': 'admin123'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1760031027143;"sessionId":"client_6th8y23ty";"timeFromStart":1};{"type":"js_enabled_detected";"timestamp":1760031027151;"sessionId":"client_6th8y23ty";"timeFromStart":9;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1760031027151;"sessionId":"client_6th8y23ty";"timeFromStart":9};{"type":"form_interaction_start";"timestamp":1760031048050;"sessionId":"client_6th8y23ty";"timeFromStart":20908};{"type":"mouse_analysis";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"totalEvents":13;"totalDistance":2187.879443914098;"averageSpeed":0.06684834379034184;"humanLikely":true};{"type":"typing_analysis";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"totalKeyEvents":50;"averageInterval":715.72;"variance":3434092.1216000016;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1760031066715;"sessionId":"client_6th8y23ty";"timeFromStart":39573;"interactionTime":18665;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1760031066715'}"
2025-10-09T17:30:27.322054+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:30:27.019546+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:30:22.439153+00:00,192.168.29.113,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:30:22.002455+00:00,192.168.29.113,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:33.055704+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:31.418001+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:31.406815+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:31.296887+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:31.071041+00:00,127.0.0.1,None,None,,admin_dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:31.059812+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin123'; 'password': 'admin123'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1760030411815;"sessionId":"client_3w5pe6cm3";"timeFromStart":5};{"type":"js_enabled_detected";"timestamp":1760030411826;"sessionId":"client_3w5pe6cm3";"timeFromStart":16;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1760030411826;"sessionId":"client_3w5pe6cm3";"timeFromStart":16};{"type":"form_interaction_start";"timestamp":1760030423984;"sessionId":"client_3w5pe6cm3";"timeFromStart":12174};{"type":"mouse_analysis";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"totalEvents":8;"totalDistance":1231.6464633378212;"averageSpeed":0.10255174549024322;"humanLikely":true};{"type":"typing_analysis";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"totalKeyEvents":35;"averageInterval":366.29411764705884;"variance":41763.9723183391;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"interactionTime":6729;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1760030430713'}"
2025-10-09T17:20:31.052078+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'admin123'; 'password': 'admin123'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1760030411815;"sessionId":"client_3w5pe6cm3";"timeFromStart":5};{"type":"js_enabled_detected";"timestamp":1760030411826;"sessionId":"client_3w5pe6cm3";"timeFromStart":16;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1760030411826;"sessionId":"client_3w5pe6cm3";"timeFromStart":16};{"type":"form_interaction_start";"timestamp":1760030423984;"sessionId":"client_3w5pe6cm3";"timeFromStart":12174};{"type":"mouse_analysis";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"totalEvents":8;"totalDistance":1231.6464633378212;"averageSpeed":0.10255174549024322;"humanLikely":true};{"type":"typing_analysis";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"totalKeyEvents":35;"averageInterval":366.29411764705884;"variance":41763.9723183391;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1760030430713;"sessionId":"client_3w5pe6cm3";"timeFromStart":18903;"interactionTime":6729;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1760030430713'}"
2025-10-09T17:20:11.923637+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T17:20:11.538337+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:57:10.059137+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:57:09.283854+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:57:05.487141+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:57:04.697609+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:57:04.680703+00:00,127.0.0.1,None,None,,admin_dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:56:34.828202+00:00,192.168.29.113,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:56:34.403719+00:00,192.168.29.113,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:29.832440+00:00,192.168.29.113,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:29.432149+00:00,192.168.29.113,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:21.756295+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:21.073950+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:09.540961+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T16:55:09.123510+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:37:20.325218+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:37:08.798528+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:36:42.450323+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:36:41.667571+00:00,127.0.0.1,None,None,,login_get,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:36:35.394153+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-10-09T15:36:34.608080+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T08:43:01.363891+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T08:42:59.859447+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': '123456'; 'password': '123456'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1758184956574;"sessionId":"client_mbaxll2iq";"timeFromStart":3};{"type":"js_enabled_detected";"timestamp":1758184956594;"sessionId":"client_mbaxll2iq";"timeFromStart":23;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1758184956594;"sessionId":"client_mbaxll2iq";"timeFromStart":23};{"type":"form_interaction_start";"timestamp":1758184957801;"sessionId":"client_mbaxll2iq";"timeFromStart":1230};{"type":"mouse_analysis";"timestamp":1758184979837;"sessionId":"client_mbaxll2iq";"timeFromStart":23266;"totalEvents":20;"totalDistance":564.4145964725956;"averageSpeed":0.029691966777452554;"humanLikely":true};{"type":"typing_analysis";"timestamp":1758184979837;"sessionId":"client_mbaxll2iq";"timeFromStart":23266;"totalKeyEvents":50;"averageInterval":669.9166666666666;"variance":1121574.0763888888;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1758184979837;"sessionId":"client_mbaxll2iq";"timeFromStart":23266;"interactionTime":22036;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1758184979837'}"
2025-09-18T08:42:36.660908+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T08:42:36.199098+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:39:10.557923+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:39:09.808071+00:00,127.0.0.1,None,None,,login_post,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{'username': 'aehhfbq'; 'password': 'quoerfnbqef'; 'js_enabled': 'true'; 'client_events': '[{"type":"client_script_loaded";"timestamp":1758173943843;"sessionId":"client_hmnj6yqoy";"timeFromStart":0};{"type":"js_enabled_detected";"timestamp":1758173943864;"sessionId":"client_hmnj6yqoy";"timeFromStart":21;"userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36";"screen":{"width":1536;"height":864;"colorDepth":24};"timezone":"Asia/Calcutta";"language":"en-US"};{"type":"tracking_initialized";"timestamp":1758173943864;"sessionId":"client_hmnj6yqoy";"timeFromStart":21};{"type":"form_interaction_start";"timestamp":1758173944991;"sessionId":"client_hmnj6yqoy";"timeFromStart":1148};{"type":"mouse_analysis";"timestamp":1758173949784;"sessionId":"client_hmnj6yqoy";"timeFromStart":5941;"totalEvents":15;"totalDistance":1181.8684617252943;"averageSpeed":0.22062132942417292;"humanLikely":true};{"type":"typing_analysis";"timestamp":1758173949784;"sessionId":"client_hmnj6yqoy";"timeFromStart":5941;"totalKeyEvents":38;"averageInterval":120.38888888888889;"variance":114352.12654320986;"humanLikely":true};{"type":"form_submission_timing";"timestamp":1758173949784;"sessionId":"client_hmnj6yqoy";"timeFromStart":5941;"interactionTime":4793;"tooFast":false;"reasonable":true}]'; 'client_submit_time': '1758173949784'}"
2025-09-18T05:39:04.029295+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:39:03.601058+00:00,127.0.0.1,None,None,,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:31:13.406801+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:31:13.249407+00:00,127.0.0.1,None,None,,catch_all,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
2025-09-18T05:28:16.881751+00:00,127.0.0.1,None,None,,favicon,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/140.0.0.0 Safari/537.36","{}"
